    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1250       12538.2     0.4415   1.838E+00   0.3025   0.0637   2.906E-17   4.66494750E+00   1.14247186E+01
    1255       12573.7     0.5326   8.311E+00   1.4000   0.2916   4.006E-17   4.66404403E+00   1.14182632E+01
    1260         12608     0.5418   7.781E+00   1.4000   0.2689   2.776E-17   4.66317031E+00   1.14123287E+01
    1265       12646.4     0.4516   7.624E+00   1.4000   0.2461   3.274E-17   4.66218731E+00   1.14064694E+01
    1270         12683     0.5288   7.558E+00   1.4000   0.2350   3.057E-17   4.66124893E+00   1.14019977E+01
    1275       12719.9     0.4753   9.421E-02   0.0179   0.0029   2.776E-17   4.66030224E+00   1.13986947E+01
    1280       12749.6     0.5249   7.598E+00   1.4000   0.2424   3.079E-17   4.65953985E+00   1.13968472E+01
    1285       12787.6     0.5350   7.581E+00   1.4000   0.2454   3.816E-17   4.65856140E+00   1.13954481E+01
    1290       12826.4     0.4342   7.899E+00   1.4000   0.2872   2.689E-17   4.65756827E+00   1.13952546E+01
    1295       12863.9     0.5247   8.010E+00   1.4000   0.3012   2.971E-17   4.65661208E+00   1.13964659E+01
    1300         12900     0.4648   8.219E+00   1.4000   0.3191   2.884E-17   4.65569754E+00   1.13989759E+01
    1305         12941     0.5065   8.163E+00   1.4000   0.3012   2.721E-17   4.65466935E+00   1.14029747E+01
    1310       12975.9     0.4799   7.731E+00   1.4000   0.2674   2.808E-17   4.65379960E+00   1.14067820E+01
    1315       13014.9     0.4269   5.114E+00   0.9125   0.1734   3.047E-17   4.65283982E+00   1.14105246E+01
    1320         13052     0.5131   8.350E+00   1.4000   0.2947   2.645E-17   4.65193394E+00   1.14131360E+01
    1325       13088.7     0.4825   8.822E+00   1.4000   0.3272   3.730E-17   4.65104365E+00   1.14147087E+01
    1330       13133.2     0.4253   6.823E+00   1.0957   0.2801   3.253E-17   4.64997696E+00   1.14156724E+01
    1335       13174.7     0.4914   8.823E+00   1.4000   0.3672   2.922E-17   4.64898959E+00   1.14161046E+01
    1340         13217     0.5068   8.426E+00   1.4000   0.3182   2.992E-17   4.64798846E+00   1.14159875E+01
    1345       13259.4     0.4231   5.832E-01   0.0941   0.0210   3.253E-17   4.64699102E+00   1.14154062E+01
    1350       13294.8     0.5405   8.561E+00   1.4000   0.3149   2.732E-17   4.64616194E+00   1.14147652E+01
    1355       13336.5     0.5128   8.139E+00   1.4000   0.3284   3.361E-17   4.64518642E+00   1.14142376E+01
    1360       13377.3     0.4305   2.710E+00   0.4614   0.0974   4.337E-17   4.64423109E+00   1.14142153E+01
    1365       13412.9     0.5025   8.178E+00   1.4000   0.2894   3.556E-17   4.64339561E+00   1.14144346E+01
    1370       13448.2     0.4945   8.200E+00   1.4000   0.3065   3.102E-17   4.64256456E+00   1.14142131E+01
    1375       13490.6     0.4286   8.733E+00   1.4000   0.3458   3.329E-17   4.64156537E+00   1.14122459E+01
    1380       13526.1     0.5143   8.636E+00   1.4000   0.3495   3.123E-17   4.64072697E+00   1.14089509E+01
    1385         13569     0.5089   9.019E+00   1.4000   0.3257   2.624E-17   4.63971058E+00   1.14035712E+01
    1390       13613.5     0.5118   6.525E+00   1.0541   0.2236   2.949E-17   4.63865387E+00   1.13974757E+01
    1395       13654.3     0.5592   8.560E+00   1.4000   0.3327   3.459E-17   4.63768150E+00   1.13921736E+01
    1400       13688.2     0.5038   8.305E+00   1.4000   0.3202   3.372E-17   4.63687326E+00   1.13876982E+01
    1405       13729.1     0.4277   8.001E+00   1.4000   0.2819   3.697E-17   4.63589935E+00   1.13817129E+01
    1410       13763.8     0.4812   7.717E+00   1.4000   0.2953   3.440E-17   4.63507166E+00   1.13758819E+01
    1415         13800     0.4200   7.658E+00   1.4000   0.2757   2.689E-17   4.63421185E+00   1.13692795E+01
    1420       13839.3     0.5200   7.834E+00   1.4000   0.2921   3.209E-17   4.63327988E+00   1.13619580E+01
    1425       13876.1     0.4947   8.030E+00   1.4000   0.2937   3.469E-17   4.63240653E+00   1.13554174E+01
    1430       13916.6     0.4065   3.364E+00   0.5708   0.1131   3.513E-17   4.63144717E+00   1.13484586E+01
    1435       13952.5     0.5010   8.395E+00   1.4000   0.2881   3.643E-17   4.63060189E+00   1.13425215E+01
    1440       13988.5     0.4818   8.443E+00   1.4000   0.3141   2.645E-17   4.62975739E+00   1.13368855E+01
    1445       14031.1     0.4214   8.297E+00   1.4000   0.3068   2.971E-17   4.62876486E+00   1.13311018E+01
    1450       14064.7     0.4934   8.237E+00   1.4000   0.2927   3.068E-17   4.62798756E+00   1.13276738E+01
    1455         14100     0.4306   7.946E+00   1.4000   0.2817   2.992E-17   4.62717781E+00   1.13251567E+01
    1460       14139.4     0.4923   7.979E+00   1.4000   0.2814   3.600E-17   4.62628054E+00   1.13233117E+01
    1465       14176.3     0.5011   8.176E+00   1.4000   0.3228   3.469E-17   4.62544611E+00   1.13220232E+01
    1470         14217     0.4240   3.011E+00   0.5101   0.1200   3.296E-17   4.62452904E+00   1.13206190E+01
    1475       14253.6     0.4790   8.569E+00   1.4000   0.3157   3.426E-17   4.62370964E+00   1.13193351E+01
    1480       14288.7     0.4774   8.624E+00   1.4000   0.3206   3.123E-17   4.62292727E+00   1.13180535E+01
    1485       14331.4     0.4425   8.285E+00   1.4000   0.3118   3.556E-17   4.62198094E+00   1.13165214E+01
    1490       14364.3     0.5130   8.029E+00   1.4000   0.3121   3.838E-17   4.62125400E+00   1.13151688E+01
    1495         14400     0.4261   7.559E+00   1.4000   0.3185   3.123E-17   4.62046876E+00   1.13132901E+01
    1500       14437.5     0.4989   7.373E+00   1.4000   0.3638   3.567E-17   4.61964147E+00   1.13105230E+01
    1505       14467.4     0.5154   7.450E+00   1.4000   0.3230   3.578E-17   4.61897827E+00   1.13077268E+01
    1510       14505.6     0.4214   7.701E+00   1.4000   0.3062   2.949E-17   4.61812777E+00   1.13033863E+01
    1515       14543.3     0.5074   7.873E+00   1.4000   0.3028   3.643E-17   4.61727834E+00   1.12984244E+01
    1520         14580     0.4845   8.184E+00   1.4000   0.3194   3.014E-17   4.61644548E+00   1.12935474E+01
    1525       14621.7     0.5145   8.323E+00   1.4000   0.3046   3.079E-17   4.61548901E+00   1.12887720E+01
    1530       14656.5     0.5038   8.198E+00   1.4000   0.3342   3.946E-17   4.61468413E+00   1.12860939E+01
    1535       14696.6     0.4358   3.366E+00   0.5963   0.1490   3.459E-17   4.61374644E+00   1.12843699E+01
    1540       14731.1     0.4955   7.738E+00   1.4000   0.3398   3.491E-17   4.61293498E+00   1.12833180E+01
    1545       14767.8     0.4932   7.883E+00   1.4000   0.2937   3.426E-17   4.61206592E+00   1.12814892E+01
    1550       14807.5     0.4197   7.994E+00   1.4000   0.3045   3.383E-17   4.61112277E+00   1.12778628E+01
    1555       14844.6     0.4930   8.269E+00   1.4000   0.3100   3.036E-17   4.61023595E+00   1.12732129E+01
    1560         14880     0.4308   8.326E+00   1.4000   0.3021   3.133E-17   4.60939063E+00   1.12682417E+01
    1565       14921.3     0.4988   8.268E+00   1.4000   0.3330   3.556E-17   4.60840491E+00   1.12623155E+01
    1570       14956.6     0.4939   8.507E+00   1.4000   0.3119   2.654E-17   4.60756322E+00   1.12570591E+01
    1575       14998.8     0.4286   1.231E+00   0.2053   0.0470   2.776E-17   4.60655827E+00   1.12501514E+01
    1580         15033     0.4886   8.291E+00   1.4000   0.3390   2.949E-17   4.60574372E+00   1.12442451E+01
    1585       15068.2     0.4991   7.932E+00   1.4000   0.3236   3.816E-17   4.60491078E+00   1.12382787E+01
    1590       15107.5     0.4482   7.722E+00   1.4000   0.3158   3.296E-17   4.60398069E+00   1.12322152E+01
    1595         15143     0.5347   7.807E+00   1.4000   0.3205   3.762E-17   4.60314089E+00   1.12276862E+01
    1600         15180     0.4726   7.517E+00   1.4000   0.2902   3.469E-17   4.60227180E+00   1.12240640E+01
    1605       15217.7     0.5458   7.531E+00   1.4000   0.2834   3.643E-17   4.60138753E+00   1.12216181E+01
    1610       15247.4     0.6412   7.227E+00   1.4000   0.2678   3.426E-17   4.60069446E+00   1.12206545E+01
    1615       15283.6     0.5175   7.275E+00   1.4000   0.2817   3.469E-17   4.59985233E+00   1.12205724E+01
    1620       15314.7     0.5564   7.580E+00   1.4000   0.2855   3.730E-17   4.59912777E+00   1.12213497E+01
    1625       15352.8     0.5216   7.227E+00   1.3179   0.2827   3.231E-17   4.59823757E+00   1.12229974E+01
    1630       15390.9     0.6113   7.700E+00   1.4000   0.2881   3.621E-17   4.59734119E+00   1.12250430E+01
    1635         15428     0.5694   7.816E+00   1.4000   0.3421   4.424E-17   4.59646222E+00   1.12271804E+01
    1640       15466.5     0.5046   7.590E+00   1.4000   0.3177   3.708E-17   4.59554055E+00   1.12296606E+01
    1645       15502.6     0.5598   7.537E+00   1.4000   0.3253   3.296E-17   4.59466913E+00   1.12325344E+01
    1650       15539.9     0.4658   8.667E-02   0.0163   0.0034   3.188E-17   4.59375998E+00   1.12359693E+01
    1655       15569.9     0.5512   7.498E+00   1.4000   0.3004   3.632E-17   4.59302620E+00   1.12387778E+01
    1660       15607.5     0.5362   7.616E+00   1.4000   0.2922   3.448E-17   4.59210321E+00   1.12417920E+01
    1665       15645.8     0.4569   7.742E+00   1.4000   0.3224   4.250E-17   4.59116413E+00   1.12436304E+01
    1670       15683.3     0.5505   7.796E+00   1.4000   0.3099   3.556E-17   4.59024720E+00   1.12438535E+01
    1675         15720     0.4659   7.649E+00   1.4000   0.2913   2.906E-17   4.58935538E+00   1.12427029E+01
    1680       15758.5     0.5674   7.765E+00   1.4000   0.3049   3.578E-17   4.58842799E+00   1.12406331E+01
    1685       15795.5     0.5872   7.817E+00   1.4000   0.3436   3.838E-17   4.58754643E+00   1.12384547E+01
    1690         15835     0.4685   5.025E+00   0.8586   0.2167   4.033E-17   4.58661599E+00   1.12359197E+01
    1695       15873.1     0.5682   8.043E+00   1.4000   0.3508   3.556E-17   4.58572663E+00   1.12329008E+01
    1700       15907.8     0.5472   7.825E+00   1.4000   0.3048   4.120E-17   4.58492021E+00   1.12292955E+01
    1705       15947.1     0.5560   7.920E+00   1.4000   0.3074   3.361E-17   4.58401415E+00   1.12240199E+01
    1710       15984.3     0.5627   8.058E+00   1.4000   0.3145   3.253E-17   4.58315756E+00   1.12182891E+01
    1715         16020     0.5333   7.988E+00   1.4000   0.3066   2.992E-17   4.58234192E+00   1.12128641E+01
    1720         16060     0.6138   8.027E+00   1.4000   0.3135   3.816E-17   4.58143383E+00   1.12075653E+01
    1725         16096     0.6546   7.960E+00   1.4000   0.2894   3.339E-17   4.58062004E+00   1.12039665E+01
    1730       16136.2     0.5231   3.785E+00   0.6532   0.1406   3.296E-17   4.57971672E+00   1.12012154E+01
    1735       16172.4     0.6239   7.975E+00   1.4000   0.3189   3.036E-17   4.57890319E+00   1.11998580E+01
    1740       16207.7     0.6089   7.798E+00   1.4000   0.3646   3.469E-17   4.57811036E+00   1.11993158E+01
    1745       16245.9     0.4781   7.471E+00   1.4000   0.3406   3.751E-17   4.57724801E+00   1.11990808E+01
    1750       16282.1     0.5422   7.297E+00   1.4000   0.3272   3.643E-17   4.57642977E+00   1.11988812E+01
    1755       16319.2     0.4689   8.258E-01   0.1539   0.0340   3.469E-17   4.57558606E+00   1.11984213E+01
    1760       16350.2     0.5532   7.686E+00   1.4000   0.3065   4.261E-17   4.57487731E+00   1.11978235E+01
    1765       16387.9     0.5323   7.987E+00   1.4000   0.3629   3.600E-17   4.57401069E+00   1.11966227E+01
    1770       16427.4     0.4757   7.866E+00   1.4000   0.3676   3.816E-17   4.57309887E+00   1.11943547E+01
    1775       16463.6     0.5324   7.679E+00   1.4000   0.3100   3.990E-17   4.57225955E+00   1.11914043E+01
    1780         16500     0.4765   7.432E+00   1.4000   0.2942   3.643E-17   4.57141217E+00   1.11879422E+01
    1785       16536.4     0.5422   7.126E+00   1.4000   0.2813   3.621E-17   4.57056256E+00   1.11842000E+01
    1790       16567.1     0.9045   7.067E+00   1.4000   0.2957   2.949E-17   4.56984496E+00   1.11807720E+01
    1795       16602.5     0.5957   7.211E+00   1.4000   0.3407   3.296E-17   4.56901542E+00   1.11760344E+01
    1800       16634.4     0.7079   7.224E+00   1.4000   0.3686   3.778E-17   4.56826964E+00   1.11708521E+01
    1805         16671     0.4496   7.476E+00   1.4000   0.3387   3.857E-17   4.56741672E+00   1.11639956E+01
    1810       16702.9     0.5474   7.745E+00   1.4000   0.3321   3.946E-17   4.56667507E+00   1.11578251E+01
    1815         16740     0.4806   7.432E+00   1.4000   0.3131   3.347E-17   4.56581462E+00   1.11512150E+01
    1820         16776     0.5470   6.890E+00   1.4000   0.2925   3.377E-17   4.56498490E+00   1.11458440E+01
    1825       16806.7     0.5468   6.764E+00   1.4000   0.2669   3.838E-17   4.56427786E+00   1.11418674E+01
    1830       16840.6     0.5038   6.731E+00   1.4000   0.2699   3.686E-17   4.56350251E+00   1.11375674E+01
    1835       16873.6     0.5390   6.767E+00   1.4000   0.2762   3.448E-17   4.56274738E+00   1.11332527E+01
    1840       16907.9     0.4708   7.082E+00   1.4000   0.2838   3.036E-17   4.56196312E+00   1.11287166E+01
    1845       16941.4     0.5626   7.213E+00   1.4000   0.2797   3.426E-17   4.56120129E+00   1.11246308E+01
    1850       16978.2     0.4964   1.773E+00   0.3275   0.0709   3.730E-17   4.56036688E+00   1.11209140E+01
    1855         17011     0.5668   8.109E+00   1.4000   0.3216   3.990E-17   4.55962790E+00   1.11185700E+01
    1860       17048.5     0.5550   8.545E+00   1.4000   0.3391   3.361E-17   4.55878893E+00   1.11169728E+01
    1865       17090.2     0.4574   8.250E+00   1.4000   0.3537   3.643E-17   4.55785988E+00   1.11162852E+01
    1870       17124.9     0.7005   8.312E+00   1.4000   0.3610   3.665E-17   4.55709290E+00   1.11165387E+01
    1875         17160     0.5723   7.990E+00   1.4000   0.3443   2.949E-17   4.55631929E+00   1.11175563E+01
    1880       17199.6     0.8848   7.803E+00   1.4000   0.3229   3.280E-17   4.55545114E+00   1.11195876E+01
    1885       17235.3     0.7332   7.603E+00   1.4000   0.3368   4.424E-17   4.55467253E+00   1.11220825E+01
    1890       17272.7     0.5388   7.283E+00   1.3775   0.2916   4.250E-17   4.55386079E+00   1.11246243E+01
    1895       17309.3     0.6001   7.366E+00   1.4000   0.3119   3.469E-17   4.55307306E+00   1.11262682E+01
    1900         17340     0.5561   7.234E+00   1.4000   0.2935   3.816E-17   4.55241583E+00   1.11266342E+01
    1905       17376.3     0.5674   7.156E+00   1.4000   0.2877   3.860E-17   4.55164688E+00   1.11257792E+01
    1910       17407.1     0.5451   7.022E+00   1.4000   0.3139   4.163E-17   4.55100090E+00   1.11244535E+01
    1915       17442.6     0.6381   7.096E+00   1.4000   0.3162   3.990E-17   4.55026146E+00   1.11231738E+01
    1920       17474.1     0.6997   7.060E+00   1.4000   0.3035   3.616E-17   4.54960736E+00   1.11231728E+01
    1925       17509.5     0.5159   7.047E+00   1.4000   0.2718   4.077E-17   4.54887365E+00   1.11249480E+01
    1930       17541.4     0.6075   7.418E+00   1.4000   0.2909   3.383E-17   4.54820926E+00   1.11282492E+01
    1935         17578     0.6051   1.998E+00   0.3854   0.0849   3.209E-17   4.54744000E+00   1.11333808E+01
    1940       17609.2     0.9995   7.391E+00   1.4000   0.3254   3.339E-17   4.54677712E+00   1.11383586E+01
    1945         17640     0.5326   7.604E+00   1.4000   0.3493   3.860E-17   4.54611740E+00   1.11433438E+01
    1950       17677.9     0.5964   7.671E+00   1.4000   0.3304   3.990E-17   4.54529778E+00   1.11495106E+01
    1955       17715.2     0.5936   7.535E+00   1.4000   0.3131   3.556E-17   4.54448065E+00   1.11561693E+01
    1960       17751.7     0.5628   7.060E+00   1.4000   0.3024   3.990E-17   4.54367748E+00   1.11636774E+01
    1965       17780.8     0.6364   6.843E+00   1.4000   0.3144   3.643E-17   4.54303543E+00   1.11702822E+01
    1970       17814.6     0.4468   5.361E+00   1.1105   0.2353   4.077E-17   4.54228458E+00   1.11781468E+01
    1975       17847.2     0.5382   6.886E+00   1.4000   0.2951   3.469E-17   4.54155995E+00   1.11853793E+01
    1980         17880     0.5032   6.714E+00   1.4000   0.2826   3.946E-17   4.54082918E+00   1.11920291E+01
    1985         17913     0.5541   6.389E+00   1.4000   0.2864   3.816E-17   4.54008980E+00   1.11981852E+01
    1990         17940     0.5810   6.318E+00   1.4000   0.2678   3.730E-17   4.53948019E+00   1.12029533E+01
    1995       17971.3     0.6073   6.262E+00   1.4000   0.2888   3.816E-17   4.53876825E+00   1.12079776E+01
    2000         18000     0.4756   6.442E+00   1.4000   0.2823   3.990E-17   4.53811145E+00   1.12117462E+01
    2005       18032.7     0.5453   6.714E+00   1.4000   0.2885   3.643E-17   4.53735760E+00   1.12143397E+01
    2010       18067.1     0.5299   7.257E+00   1.4000   0.3113   3.730E-17   4.53655492E+00   1.12145860E+01
    2015       18103.5     0.5184   7.335E+00   1.4000   0.3141   3.643E-17   4.53569855E+00   1.12119993E+01
    2020       18134.9     0.5421   7.383E+00   1.4000   0.3188   3.572E-17   4.53495580E+00   1.12079181E+01
    2025       18172.4     0.4524   7.570E+00   1.4000   0.3279   3.708E-17   4.53405973E+00   1.12013676E+01
    2030       18202.9     0.5336   7.708E+00   1.4000   0.3382   3.513E-17   4.53332668E+00   1.11951392E+01
    2035         18240     0.5558   8.019E+00   1.4000   0.3374   3.383E-17   4.53243142E+00   1.11870351E+01
    2040       18279.9     0.6371   7.854E+00   1.4000   0.3430   3.562E-17   4.53146302E+00   1.11778845E+01
    2045       18315.6     0.6294   7.721E+00   1.4000   0.3495   4.055E-17   4.53059386E+00   1.11696942E+01
    2050       18354.7     0.5375   5.292E+00   0.9595   0.2419   3.773E-17   4.52964024E+00   1.11607870E+01
    2055       18390.7     0.6059   7.699E+00   1.4000   0.3163   3.730E-17   4.52875868E+00   1.11531181E+01
    2060       18427.7     0.5300   7.527E+00   1.4000   0.3102   3.600E-17   4.52785464E+00   1.11459951E+01
    2065       18465.9     0.4524   7.809E+00   1.4000   0.3296   3.990E-17   4.52691857E+00   1.11390660E+01
    2070       18503.4     0.5638   7.657E+00   1.4000   0.3191   3.636E-17   4.52600066E+00   1.11321629E+01
    2075         18540     0.4879   7.769E+00   1.4000   0.3267   3.123E-17   4.52510754E+00   1.11248413E+01
    2080       18578.9     0.5337   7.792E+00   1.4000   0.3467   3.556E-17   4.52416622E+00   1.11161183E+01
    2085         18615     0.6484   7.335E+00   1.4000   0.3343   3.600E-17   4.52329784E+00   1.11072985E+01
    2090       18650.8     0.4575   7.025E+00   1.4000   0.3022   3.990E-17   4.52244307E+00   1.10981308E+01
    2095       18680.3     0.5419   6.710E+00   1.4000   0.2642   3.816E-17   4.52174266E+00   1.10906265E+01
    2100       18713.5     0.5039   6.520E+00   1.4000   0.2559   3.773E-17   4.52096143E+00   1.10826149E+01
    2105       18739.7     0.6170   6.608E+00   1.4000   0.2752   3.166E-17   4.52034724E+00   1.10769027E+01
    2110       18772.6     0.5510   6.531E+00   1.4000   0.2736   3.188E-17   4.51957921E+00   1.10707335E+01
    2115         18800     0.5990   6.595E+00   1.4000   0.2792   3.383E-17   4.51894544E+00   1.10664323E+01
    2120       18833.7     0.5235   6.251E+00   1.2542   0.2674   3.903E-17   4.51816957E+00   1.10617926E+01
    2125       18868.2     0.5259   7.107E+00   1.4000   0.2916   3.686E-17   4.51738102E+00   1.10572674E+01
    2130         18900     0.4720   7.774E+00   1.4000   0.3109   3.339E-17   4.51665434E+00   1.10529170E+01
    2135       18938.7     0.5122   7.596E+00   1.4000   0.3003   3.816E-17   4.51577054E+00   1.10470129E+01
    2140       18974.9     0.5597   7.441E+00   1.4000   0.2887   4.597E-17   4.51494010E+00   1.10408128E+01
    2145       19011.4     0.4386   7.262E+00   1.4000   0.2939   3.643E-17   4.51409829E+00   1.10335621E+01
    2150       19041.5     0.5567   7.268E+00   1.4000   0.3126   3.469E-17   4.51340189E+00   1.10266971E+01
    2155       19078.1     0.4742   1.868E+00   0.3517   0.0809   3.773E-17   4.51254954E+00   1.10173002E+01
    2160       19109.9     0.5534   7.452E+00   1.4000   0.3252   4.207E-17   4.51180831E+00   1.10089086E+01
    2165       19147.7     0.5378   7.665E+00   1.4000   0.3193   3.556E-17   4.51092859E+00   1.09996691E+01
    2170       19186.1     0.4929   7.676E+00   1.4000   0.3213   3.383E-17   4.51003340E+00   1.09917197E+01
    2175       19223.2     0.5374   7.728E+00   1.4000   0.3037   3.144E-17   4.50917321E+00   1.09854617E+01
    2180         19260     0.5568   7.894E+00   1.4000   0.3123   3.643E-17   4.50832134E+00   1.09803969E+01
    2185       19299.8     0.5396   7.914E+00   1.4000   0.3418   3.383E-17   4.50739980E+00   1.09763800E+01
    2190       19335.9     0.5465   8.116E+00   1.4000   0.3679   3.534E-17   4.50656215E+00   1.09747455E+01
    2195       19375.4     0.5018   4.650E+00   0.8399   0.2089   3.661E-17   4.50564596E+00   1.09753473E+01
    2200       19411.3     0.5404   7.858E+00   1.4000   0.3247   3.469E-17   4.50481335E+00   1.09781479E+01
    2205       19447.9     0.5386   7.859E+00   1.4000   0.2931   3.643E-17   4.50396768E+00   1.09829909E+01
    2210         19486     0.4831   7.290E+00   1.4000   0.2717   3.905E-17   4.50309177E+00   1.09896555E+01
    2215         19522     0.5244   7.399E+00   1.4000   0.3116   4.315E-17   4.50227207E+00   1.09966378E+01
    2220       19558.8     0.4747   1.155E+00   0.2207   0.0472   3.946E-17   4.50143835E+00   1.10035462E+01
    2225       19589.3     0.5240   7.251E+00   1.4000   0.3033   3.583E-17   4.50075372E+00   1.10087974E+01
    2230         19620     0.4668   7.262E+00   1.4000   0.3439   3.209E-17   4.50006865E+00   1.10135035E+01
    2235       19656.6     0.5553   7.359E+00   1.4000   0.3464   3.903E-17   4.49925651E+00   1.10181437E+01
    2240       19687.3     0.5316   7.106E+00   1.4000   0.3068   3.632E-17   4.49858161E+00   1.10212265E+01
    2245       19722.7     0.4652   7.076E+00   1.4000   0.3133   4.120E-17   4.49780663E+00   1.10236925E+01
    2250         19754     0.5564   6.907E+00   1.4000   0.3847   3.816E-17   4.49712414E+00   1.10244940E+01
    2255       19788.3     0.4632   7.042E+00   1.4000   0.3756   3.990E-17   4.49638177E+00   1.10232920E+01
    2260       19821.8     0.5381   7.348E+00   1.4000   0.3154   3.914E-17   4.49566131E+00   1.10198235E+01
    2265       19859.3     0.5098   6.664E-01   0.1247   0.0289   4.250E-17   4.49486249E+00   1.10134118E+01
    2270       19889.7     0.6125   7.386E+00   1.4000   0.3105   3.903E-17   4.49422359E+00   1.10069255E+01
    2275         19920     0.4942   7.502E+00   1.4000   0.3062   3.556E-17   4.49359348E+00   1.09998235E+01
    2280       19957.8     0.5802   7.597E+00   1.4000   0.2911   3.513E-17   4.49282164E+00   1.09907657E+01
    2285       19995.4     0.5902   7.642E+00   1.4000   0.2799   3.686E-17   4.49207039E+00   1.09822003E+01
    2290       20033.7     0.7629   6.330E+00   1.1841   0.2330   3.903E-17   4.49132107E+00   1.09742998E+01
    2295       20069.1     0.8772   7.036E+00   1.4000   0.2687   3.383E-17   4.49064336E+00   1.09681450E+01
    2300         20100     0.5522   6.932E+00   1.4000   0.2643   3.079E-17   4.49006133E+00   1.09636661E+01
    2305       20134.9     0.7074   7.204E+00   1.4000   0.3000   3.404E-17   4.48941414E+00   1.09592509E+01
    2310       20167.3     0.6693   7.271E+00   1.4000   0.3010   3.643E-17   4.48882192E+00   1.09552319E+01
    2315       20204.2     0.5247   7.513E+00   1.4000   0.2966   3.686E-17   4.48815454E+00   1.09498621E+01
    2320       20235.5     0.6659   7.876E+00   1.4000   0.3078   4.185E-17   4.48759100E+00   1.09445833E+01
    2325       20274.2     0.9273   5.833E+00   1.0683   0.2368   4.532E-17   4.48689543E+00   1.09382886E+01
    2330       20310.4     1.9320   7.433E+00   1.4000   0.3057   4.207E-17   4.48624050E+00   1.09345109E+01
    2335         20340     0.5741   7.377E+00   1.4000   0.2957   3.491E-17   4.48570170E+00   1.09337376E+01
    2340       20376.2     0.8914   7.029E+00   1.4000   0.2868   3.730E-17   4.48503689E+00   1.09353694E+01
    2345         20407     0.9095   6.905E+00   1.4000   0.2883   3.708E-17   4.48446651E+00   1.09380408E+01
    2350       20442.1     0.6988   7.255E+00   1.4000   0.3109   3.816E-17   4.48380934E+00   1.09412096E+01
    2355       20474.3     1.9723   6.998E+00   1.4000   0.3033   3.383E-17   4.48320430E+00   1.09438558E+01
    2360       20509.5     0.5681   7.165E+00   1.4000   0.2972   4.337E-17   4.48253831E+00   1.09464287E+01
    2365       20541.5     0.6333   7.273E+00   1.4000   0.3033   3.816E-17   4.48193416E+00   1.09485818E+01
    2370       20578.2     0.5268   1.771E+00   0.3371   0.0785   3.686E-17   4.48124374E+00   1.09504797E+01
    2375       20609.6     0.5555   7.512E+00   1.4000   0.3306   3.816E-17   4.48065738E+00   1.09512440E+01
    2380         20640     0.5089   7.426E+00   1.4000   0.2854   3.903E-17   4.48009271E+00   1.09509268E+01
    2385       20677.7     0.6008   7.666E+00   1.4000   0.2885   3.526E-17   4.47939766E+00   1.09490243E+01
    2390       20715.5     0.5556   7.714E+00   1.4000   0.3040   4.250E-17   4.47870064E+00   1.09454606E+01
    2395       20754.7     0.4726   5.350E+00   0.9400   0.2020   4.250E-17   4.47797677E+00   1.09399792E+01
    2400       20792.5     0.5457   8.185E+00   1.4000   0.3352   3.621E-17   4.47727109E+00   1.09334087E+01
    2405       20828.4     0.5554   8.358E+00   1.4000   0.3696   3.990E-17   4.47659849E+00   1.09271859E+01
    2410       20869.4     0.4905   7.825E+00   1.4000   0.3465   3.296E-17   4.47582323E+00   1.09216042E+01
    2415       20903.6     0.5430   7.608E+00   1.4000   0.3220   4.445E-17   4.47517690E+00   1.09190147E+01
    2420         20940     0.4982   7.281E+00   1.4000   0.3152   3.383E-17   4.47448879E+00   1.09179729E+01
    2425       20975.9     0.5804   7.074E+00   1.4000   0.2965   3.469E-17   4.47381514E+00   1.09178250E+01
    2430       21007.1     0.5776   7.116E+00   1.4000   0.2992   4.077E-17   4.47323339E+00   1.09176485E+01
    2435       21043.4     0.4869   7.415E+00   1.4000   0.2903   4.250E-17   4.47256485E+00   1.09165689E+01
    2440       21074.3     0.5752   7.217E+00   1.4000   0.2832   3.903E-17   4.47200305E+00   1.09147749E+01
    2445       21109.6     0.5047   6.904E+00   1.4000   0.3002   3.556E-17   4.47136885E+00   1.09116839E+01
    2450       21141.1     0.6128   6.940E+00   1.4000   0.2934   3.686E-17   4.47080890E+00   1.09080952E+01
    2455       21176.9     0.5412   3.087E+00   0.5794   0.1255   3.816E-17   4.47017871E+00   1.09030276E+01
    2460       21209.9     0.5853   7.265E+00   1.4000   0.2922   4.250E-17   4.46960184E+00   1.08977972E+01
    2465         21240     0.4937   7.127E+00   1.4000   0.2764   3.730E-17   4.46907597E+00   1.08928989E+01
    2470       21275.6     0.5391   7.018E+00   1.4000   0.2586   3.155E-17   4.46845484E+00   1.08871649E+01
    2475         21307     0.5705   6.950E+00   1.4000   0.2671   3.339E-17   4.46790830E+00   1.08822269E+01
    2480       21341.9     0.6054   6.964E+00   1.4000   0.2598   3.209E-17   4.46730083E+00   1.08770057E+01
    2485         21374     0.6710   7.063E+00   1.4000   0.2667   3.678E-17   4.46674471E+00   1.08731427E+01
    2490       21410.1     0.5054   7.266E+00   1.4000   0.2760   4.077E-17   4.46612529E+00   1.08706070E+01
    2495       21441.3     0.5748   6.994E+00   1.4000   0.2693   4.120E-17   4.46559309E+00   1.08704112E+01
    2500       21475.5     0.4861   4.454E+00   0.9186   0.1929   3.296E-17   4.46501169E+00   1.08721072E+01
